/content/drive/MyDrive/hzm/bjtu-gpa-2d-object-detection
/content/drive/MyDrive/hzm/bjtu-gpa-2d-object-detection/layers/modules/l2norm.py:17: UserWarning: nn.init.constant is now deprecated in favor of nn.init.constant_.
  init.constant(self.weight,self.gamma)
Loading base network...
Initializing weights...
train.py:210: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  init.xavier_uniform(param)
Loading the dataset...
Training SSD on: VOC0712
Using the specified args:
Namespace(basenet='vgg16_reducedfc.pth', batch_size=64, cuda=True, dataset='VOC', dataset_root='data/VOCdevkit', gamma=0.1, lr=0.001, momentum=0.9, num_workers=0, resume=None, save_folder='weights/', start_iter=0, visdom=False, weight_decay=0.0005)
/content/drive/MyDrive/hzm/bjtu-gpa-2d-object-detection/utils/augmentations.py:374: VisibleDeprecationWarning: Creating an ndarray from ragged nested sequences (which is a list-or-tuple of lists-or-tuples-or ndarrays with different lengths or shapes) is deprecated. If you meant to do this, you must specify 'dtype=object' when creating the ndarray.
  mode = random.choice(self.sample_options)
/usr/local/lib/python3.7/dist-packages/torch/nn/_reduction.py:42: UserWarning: size_average and reduce args will be deprecated, please use reduction='sum' instead.
  warnings.warn(warning.format(ret))
timer: 10.1814 sec.
iter 3010 || Loss: 4.0240 || timer: 0.3864 sec.
iter 3020 || Loss: 4.2682 || timer: 0.3886 sec.
iter 3030 || Loss: 4.4911 || timer: 0.3850 sec.
iter 3040 || Loss: 4.2944 || timer: 0.3856 sec.
iter 3050 || Loss: 4.0223 || timer: 0.3836 sec.
iter 3060 || Loss: 4.2976 || timer: 0.3860 sec.
iter 3070 || Loss: 4.0548 || timer: 0.1457 sec.
iter 3080 || Loss: 4.0088 || timer: 0.3824 sec.
iter 3090 || Loss: 4.2566 || timer: 0.3831 sec.
iter 3100 || Loss: 4.3056 || timer: 0.3837 sec.
iter 3110 || Loss: 3.8907 || timer: 0.3888 sec.
iter 3120 || Loss: 4.2448 || timer: 0.3832 sec.
iter 3130 || Loss: 4.1742 || timer: 0.3848 sec.
iter 3140 || Loss: 4.1742 || timer: 0.3877 sec.
iter 3150 || Loss: 4.0719 || timer: 0.3832 sec.
iter 3160 || Loss: 4.1635 || timer: 0.3846 sec.
iter 3170 || Loss: 4.0748 || timer: 0.3844 sec.
iter 3180 || Loss: 4.2984 || timer: 0.3848 sec.
iter 3190 || Loss: 4.1862 || timer: 0.3882 sec.
iter 3200 || Loss: 4.1752 || timer: 0.3831 sec.
iter 3210 || Loss: 4.2366 || timer: 0.3833 sec.
iter 3220 || Loss: 4.2265 || timer: 0.3873 sec.
iter 3230 || Loss: 3.7847 || timer: 0.3830 sec.
iter 3240 || Loss: 4.0329 || timer: 0.3816 sec.
iter 3250 || Loss: 3.9755 || timer: 0.3841 sec.
iter 3260 || Loss: 4.0946 || timer: 0.3861 sec.
iter 3270 || Loss: 4.0587 || timer: 0.3827 sec.
iter 3280 || Loss: 4.3689 || timer: 0.3859 sec.
iter 3290 || Loss: 4.0998 || timer: 0.3846 sec.
iter 3300 || Loss: 4.0215 || timer: 0.3867 sec.
iter 3310 || Loss: 4.1097 || timer: 0.3853 sec.
iter 3320 || Loss: 4.4244 || timer: 0.3864 sec.
iter 3330 || Loss: 4.3514 || timer: 0.3841 sec.
iter 3340 || Loss: 4.1142 || timer: 0.3835 sec.
